invoice_no,customer_id,product_id,date_id,payment_id,mall_id,quantity,price
I317578,C270127,4,20220303,1,2,5,203.3
I251675,C236025,8,20210909,2,6,5,58.65
I241608,C183631,1,20220306,3,1,3,900.24
I289496,C331872,8,20210602,3,6,3,35.19
I139376,C115765,7,20221103,3,10,1,1050.0
I678515,C383517,5,20220606,1,10,4,20.92
I323647,C874898,1,20210511,2,10,2,600.16
I227328,C251899,1,20211001,2,10,4,1200.32
I115921,C605259,8,20220912,2,5,5,58.65
I343004,C280110,4,20220711,3,3,1,40.66
I730667,C281447,4,20210301,2,6,4,162.64
I300462,C296749,1,20221104,3,3,5,1500.4
I152279,C329246,4,20230202,3,3,4,162.64
I224220,C607098,5,20210306,3,10,2,10.46
I302786,C138744,5,20210410,3,10,2,10.46
I246617,C211460,2,20221201,1,7,1,600.17
I254092,C710023,5,20220910,2,6,1,5.23
I176366,C765300,1,20221010,1,5,3,900.24
I180005,C158295,1,20220112,3,1,1,300.08
I301479,C155912,2,20210904,3,1,1,600.17
I299785,C286039,4,20210803,2,6,5,203.3
I722311,C613023,2,20220508,3,6,2,1200.34
I524154,C107305,1,20210911,2,4,4,1200.32
I565080,C133517,4,20220710,3,5,1,40.66
I857757,C932302,3,20210511,3,1,1,15.15
I897225,C162274,4,20210106,2,1,5,203.3
I299363,C335294,1,20210206,3,6,5,1500.4
I594189,C174839,6,20210309,1,6,2,71.68
I214267,C179047,3,20210208,3,5,2,30.3
I809224,C799397,1,20220107,3,5,1,300.08
I321759,C815735,4,20221110,2,6,4,162.64
I705271,C256850,5,20210612,3,10,3,15.69
I123722,C328716,1,20230202,3,6,5,1500.4
I139494,C342756,1,20210102,2,8,4,1200.32
I191408,C212260,2,20211205,2,6,3,1800.51
I149421,C137592,2,20230201,1,4,1,600.17
I110151,C713931,5,20210503,1,9,3,15.69
I387075,C241266,5,20210110,3,1,1,5.23
I222925,C235613,1,20221009,3,10,1,300.08
I280540,C524515,4,20210802,2,4,1,40.66
I335330,C286199,2,20210410,2,1,3,1800.51
I949604,C211611,2,20211001,3,10,5,3000.85
I291002,C206531,4,20220903,1,9,4,162.64
I765491,C216927,1,20220205,3,3,3,900.24
I217051,C211171,1,20210412,3,6,3,900.24
I731168,C302189,6,20220208,3,4,3,107.52
I254024,C581766,1,20210411,2,6,2,600.16
I320285,C152500,1,20210102,3,4,2,600.16
I231107,C350486,4,20220811,1,5,3,121.98
I905961,C159105,1,20220707,3,4,3,900.24
I294885,C103621,7,20220407,3,4,3,3150.0
I274021,C131861,2,20230201,2,1,1,600.17
I136178,C630142,8,20221005,3,7,4,46.92
I174617,C249817,4,20210610,3,3,4,162.64
I315808,C107065,2,20220409,2,5,5,3000.85
I608709,C529943,4,20211009,3,5,5,203.3
I477241,C259875,1,20210211,2,3,4,1200.32
I101368,C236364,3,20210702,1,5,4,60.6
I127332,C279986,5,20220106,1,1,5,26.15
I203265,C268501,5,20220910,2,5,2,10.46
I312123,C684306,3,20210703,1,6,1,15.15
I101700,C156564,4,20220403,1,5,2,81.32
I310101,C947821,5,20220103,3,6,1,5.23
I101237,C239679,1,20211002,1,6,3,900.24
I938741,C269450,1,20210110,3,1,5,1500.4
I137706,C213260,2,20221105,1,10,2,1200.34
I329123,C311386,1,20210904,2,6,2,600.16
I117140,C193592,1,20210802,1,1,2,600.16
I223057,C189970,1,20210711,3,3,2,600.16
I322784,C239738,4,20210112,1,8,1,40.66
I562423,C134616,5,20220806,3,2,3,15.69
I128930,C172829,5,20210108,2,3,5,26.15
I514090,C108532,1,20220403,1,6,4,1200.32
I333486,C468689,2,20221011,3,10,1,600.17
I238987,C119889,6,20211205,1,3,4,143.36
I198519,C299375,1,20220607,2,1,5,1500.4
I109052,C215509,7,20210602,1,1,5,5250.0
I838531,C692712,6,20220911,1,9,2,71.68
I170279,C206433,4,20210803,1,1,4,162.64
I647385,C164103,2,20220708,3,1,1,600.17
I180841,C299351,6,20210306,1,1,5,179.2
I216498,C262866,5,20221112,1,6,1,5.23
I201674,C232078,6,20210404,1,1,4,143.36
I243845,C914964,3,20210904,1,5,1,15.15
I490677,C362334,5,20210305,2,6,5,26.15
I383244,C244309,4,20210705,1,1,1,40.66
I251150,C747982,5,20210908,1,5,4,20.92
I198821,C284223,8,20210807,2,1,2,23.46
I835722,C307401,7,20210708,1,4,3,3150.0
I261544,C415097,4,20220212,1,3,5,203.3
I212977,C979417,7,20210912,3,9,3,3150.0
I176825,C223628,2,20210206,3,3,3,1800.51
I950969,C320099,4,20210708,3,1,2,81.32
I520730,C560403,7,20221003,3,10,4,4200.0
I274804,C120312,1,20210302,2,10,4,1200.32
I205652,C335166,7,20211010,3,3,5,5250.0
I136631,C106080,6,20220901,2,3,1,35.84
I219177,C115559,4,20221006,3,1,2,81.32
I166444,C789070,1,20210609,3,5,1,300.08
I133251,C323190,2,20210407,3,6,4,2400.68
I187362,C136881,1,20220705,1,4,2,600.16
I237820,C317260,1,20210704,2,3,1,300.08
I772696,C151260,5,20221205,3,3,1,5.23
I771161,C123299,5,20211209,3,6,2,10.46
I101423,C666388,3,20230302,3,9,3,45.45
I126318,C826357,5,20221202,2,5,5,26.15
I253592,C268460,1,20230203,1,1,3,900.24
I157996,C409875,1,20220601,3,8,5,1500.4
I130663,C273045,4,20210609,3,6,4,162.64
I229227,C338334,1,20210108,1,1,2,600.16
I298427,C276091,1,20220905,3,6,4,1200.32
I239450,C199603,7,20210310,2,2,1,1050.0
I309553,C116171,6,20220107,1,6,3,107.52
I380320,C163639,1,20210901,2,9,1,300.08
I365922,C416318,1,20221007,1,6,4,1200.32
I107266,C133331,5,20211210,1,9,3,15.69
I279707,C292723,5,20220404,2,4,2,10.46
I142195,C241548,1,20220611,1,5,2,600.16
I320826,C300184,2,20220712,3,8,4,2400.68
I501135,C194786,6,20220612,3,9,1,35.84
I428872,C248633,7,20211004,3,5,5,5250.0
I176118,C432547,8,20211209,2,6,2,23.46
I217484,C177609,6,20220111,2,3,1,35.84
I260254,C171249,8,20211004,3,1,2,23.46
I202334,C273917,1,20221110,1,3,1,300.08
I107516,C150667,1,20221010,3,2,1,300.08
I230741,C845283,1,20220509,3,1,1,300.08
I334701,C338534,1,20211204,3,1,3,900.24
I152196,C255772,2,20220407,1,2,5,3000.85
I357469,C943908,4,20210607,3,6,1,40.66
I336822,C137275,5,20211205,2,6,3,15.69
I236999,C482903,4,20220905,1,6,1,40.66
I163417,C297744,1,20211205,3,7,2,600.16
I111134,C106757,5,20220706,1,7,4,20.92
I163230,C507336,4,20211009,1,3,2,81.32
I121833,C223401,6,20220709,2,3,3,107.52
I332390,C284450,2,20220708,1,4,5,3000.85
I173509,C283463,7,20220609,2,10,5,5250.0
I163677,C666380,5,20210805,1,2,2,10.46
I183734,C887660,6,20211208,3,4,2,71.68
I674763,C183228,1,20210506,3,1,3,900.24
I209555,C182313,4,20210410,1,1,4,162.64
I255756,C293271,4,20220609,1,6,1,40.66
I276712,C208535,7,20210811,1,4,3,3150.0
I144734,C838102,5,20220705,1,9,3,15.69
I856613,C391754,1,20220601,1,7,3,900.24
I211929,C187687,1,20220608,1,1,4,1200.32
I139535,C266493,3,20210201,1,10,4,60.6
I144980,C316030,5,20210310,3,8,5,26.15
I337876,C175524,1,20220604,3,4,1,300.08
I273544,C532153,1,20211003,1,3,5,1500.4
I348739,C312247,5,20220904,3,6,4,20.92
I133085,C681557,1,20210108,3,1,1,300.08
I306779,C591806,7,20220106,1,3,5,5250.0
I129017,C235595,8,20221206,3,5,5,58.65
I803523,C290988,5,20221203,1,9,3,15.69
I165735,C283145,6,20220708,3,10,1,35.84
I279780,C254945,3,20220804,3,1,3,45.45
I166673,C296416,1,20210803,3,6,5,1500.4
I460083,C201904,5,20220811,2,6,5,26.15
I563187,C186192,1,20210711,2,1,5,1500.4
I375651,C501921,4,20211211,3,5,4,162.64
I165385,C216235,4,20210812,1,2,2,81.32
I221062,C287686,1,20221205,3,8,4,1200.32
I185726,C117511,1,20211105,3,1,4,1200.32
I276705,C206801,1,20210610,3,4,1,300.08
I317221,C338644,4,20210802,1,5,1,40.66
I158744,C102455,6,20210612,3,5,2,71.68
I163521,C506446,2,20211209,1,3,1,600.17
I581386,C284252,5,20210105,3,2,4,20.92
I902379,C322349,1,20211102,3,3,2,600.16
I109980,C495006,4,20211206,3,6,1,40.66
I982594,C524809,1,20210605,3,3,5,1500.4
I176784,C136805,8,20210310,2,3,1,11.73
I220264,C307205,7,20211109,2,4,1,1050.0
I314576,C269418,4,20210410,3,7,3,121.98
I134353,C619193,1,20210507,1,6,3,900.24
I321333,C975941,3,20220203,3,6,5,75.75
I769360,C178480,4,20220311,3,7,5,203.3
I296805,C308930,3,20210709,2,4,2,30.3
I964320,C144944,4,20220110,1,6,5,203.3
I151449,C236435,1,20221101,3,10,3,900.24
I164781,C122643,6,20230101,3,2,1,35.84
I563333,C259832,4,20210806,1,1,1,40.66
I151876,C150755,5,20220509,1,6,3,15.69
I104234,C112706,1,20220606,1,5,5,1500.4
I904087,C334799,6,20211003,2,8,1,35.84
I685432,C295753,2,20220403,1,6,3,1800.51
I944922,C160268,2,20210608,3,8,5,3000.85
I171053,C401963,4,20221012,3,9,3,121.98
I333956,C104933,1,20220901,3,6,1,300.08
I218047,C182724,4,20210101,3,4,4,162.64
I263847,C256014,7,20220907,1,6,3,3150.0
I311827,C236692,1,20220111,2,1,3,900.24
I334170,C101618,2,20221104,2,3,4,2400.68
I184497,C147580,2,20210809,3,10,1,600.17
I183468,C179060,1,20220411,3,6,5,1500.4
I310322,C207044,4,20210302,2,1,2,81.32
I324480,C232398,7,20221110,1,3,2,2100.0
I270532,C235131,4,20230302,3,1,1,40.66
I105301,C252937,5,20230302,2,3,3,15.69
I144871,C244232,6,20221211,1,1,2,71.68
I716135,C233412,5,20221206,1,8,4,20.92
I749332,C295475,1,20221202,3,2,1,300.08
I163687,C489733,6,20220601,3,8,5,179.2
I311463,C144155,2,20221007,3,7,4,2400.68
I306289,C451617,3,20220404,2,1,3,45.45
I338963,C275079,5,20220806,3,7,2,10.46
I991422,C229937,5,20210609,2,4,3,15.69
I133470,C205157,1,20221010,3,3,3,900.24
I995547,C540403,6,20210406,3,1,4,143.36
I542955,C287302,7,20221008,2,1,5,5250.0
I153815,C692313,4,20210806,1,5,4,162.64
I229042,C234129,1,20220504,3,4,2,600.16
I172817,C317082,8,20210903,2,6,4,46.92
I166731,C307625,7,20211210,3,4,2,2100.0
I146745,C756018,1,20220205,3,5,5,1500.4
I150688,C224412,1,20210612,2,6,5,1500.4
I237220,C284715,1,20220208,3,1,4,1200.32
I138683,C178407,1,20211211,2,3,4,1200.32
I250160,C159936,3,20221208,3,6,3,45.45
I205769,C245106,1,20210606,3,1,4,1200.32
I253075,C162434,6,20210508,3,1,1,35.84
I319331,C956949,4,20210603,1,1,1,40.66
I166113,C253764,4,20220904,1,6,2,81.32
I265355,C137560,1,20210511,3,4,4,1200.32
I247275,C309628,7,20210903,1,4,3,3150.0
I259236,C123683,1,20211109,2,4,4,1200.32
I167597,C318928,1,20210301,1,6,1,300.08
I131205,C270743,6,20220809,2,9,5,179.2
I280049,C838345,1,20211110,3,2,5,1500.4
I688201,C228194,1,20220111,1,6,1,300.08
I262356,C229813,1,20210607,1,5,2,600.16
I286388,C122592,2,20221103,1,5,2,1200.34
I896961,C531589,2,20210511,3,4,4,2400.68
I236940,C340219,3,20220204,1,2,1,15.15
I244137,C189742,1,20221101,1,3,5,1500.4
I533335,C317697,2,20220603,3,1,1,600.17
I291689,C115210,8,20220803,3,5,5,58.65
I105620,C187853,2,20211206,3,6,4,2400.68
I133086,C650158,6,20221207,1,1,5,179.2
I322607,C153901,1,20221104,1,1,4,1200.32
I811466,C999028,5,20220402,3,1,3,15.69
I106263,C217116,1,20220411,1,4,2,600.16
I290314,C281761,5,20210207,3,4,2,10.46
I253433,C183308,5,20220906,3,5,4,20.92
I166978,C938200,1,20220307,3,7,1,300.08
I194859,C300738,5,20211005,1,10,4,20.92
I235538,C212213,1,20210712,1,3,1,300.08
I234834,C265202,1,20221207,3,6,5,1500.4
I161613,C862995,4,20220206,1,4,1,40.66
I312793,C970089,1,20210211,1,6,4,1200.32
I183841,C170078,1,20220408,1,3,1,300.08
I283826,C257595,4,20211011,1,3,3,121.98
I308079,C570254,4,20211109,1,3,5,203.3
I131858,C277864,6,20221110,3,9,1,35.84
I112614,C320342,5,20211104,3,6,4,20.92
I236925,C148803,5,20210712,3,6,1,5.23
I315238,C943704,5,20230202,3,5,2,10.46
I273907,C125391,1,20220212,3,3,3,900.24
I202359,C754340,1,20220204,3,6,2,600.16
I292756,C713660,4,20221203,3,4,3,121.98
I222630,C130931,3,20211006,3,3,2,30.3
I915948,C171133,5,20220406,1,6,1,5.23
I180032,C822747,1,20220704,2,8,2,600.16
I205890,C220666,8,20221112,1,6,2,23.46
I806846,C124456,4,20220906,3,4,1,40.66
I325427,C244513,5,20210312,1,3,3,15.69
I300738,C313971,1,20210501,3,4,4,1200.32
I283674,C970807,1,20220309,1,3,4,1200.32
I814010,C767000,7,20220110,3,2,3,3150.0
I164798,C275783,1,20211011,2,5,5,1500.4
I272873,C139815,5,20230203,1,4,5,26.15
I342786,C325364,1,20220901,2,3,3,900.24
I611762,C335954,1,20210109,3,6,3,900.24
I609667,C201630,2,20220410,3,1,3,1800.51
I151327,C111748,1,20210208,1,4,3,900.24
I138911,C104400,4,20210706,1,1,2,81.32
I203638,C777563,2,20220204,1,1,2,1200.34
I116918,C330364,1,20210402,3,3,5,1500.4
I329883,C371518,8,20210507,1,1,2,23.46
I325652,C101038,1,20210301,2,2,2,600.16
I230767,C106684,1,20220511,1,3,3,900.24
I153221,C293837,3,20220508,2,7,4,60.6
I105029,C276318,3,20221111,3,6,3,45.45
I112452,C295196,1,20220807,3,6,1,300.08
I286876,C667177,1,20220512,2,1,4,1200.32
I163338,C175249,2,20220806,1,3,1,600.17
I235676,C127873,2,20210611,3,1,5,3000.85
I331063,C176473,1,20220110,3,5,3,900.24
I136083,C149345,4,20220405,1,3,3,121.98
I112253,C176723,1,20220307,2,7,3,900.24
I469685,C185415,4,20210810,2,3,2,81.32
I160714,C762034,8,20210211,1,6,2,23.46
I250171,C105213,1,20210312,1,1,1,300.08
I804151,C338973,5,20210101,1,3,4,20.92
I107990,C329748,1,20220107,3,10,1,300.08
I778155,C532571,6,20220509,1,10,4,143.36
I941354,C248722,5,20221102,2,3,3,15.69
I487788,C228133,2,20210211,1,3,1,600.17
I309489,C241615,8,20210401,2,3,4,46.92
I175888,C275610,2,20210201,1,6,3,1800.51
I949110,C300957,4,20210608,2,1,1,40.66
I181426,C225175,1,20220708,2,1,4,1200.32
I256740,C469036,5,20210811,1,4,3,15.69
I223807,C107023,5,20210102,3,3,1,5.23
I217476,C235535,3,20220210,2,1,1,15.15
I460792,C675184,7,20211108,1,6,5,5250.0
I170838,C140677,1,20220406,3,5,4,1200.32
I638358,C153291,3,20221203,1,4,1,15.15
I259430,C221839,1,20220203,2,7,1,300.08
I284323,C127455,1,20220701,3,1,3,900.24
I142328,C965024,8,20221105,1,1,2,23.46
I904111,C114775,1,20210303,3,10,2,600.16
I440477,C152805,4,20220902,1,6,5,203.3
I293184,C305004,1,20221207,3,9,1,300.08
I256487,C192010,1,20220506,2,9,3,900.24
I116723,C127289,5,20211202,3,6,5,26.15
I211320,C231655,1,20220708,2,1,3,900.24
I333521,C239975,1,20221205,2,3,4,1200.32
I227640,C752621,1,20220301,1,2,5,1500.4
I913414,C420533,1,20221211,2,4,2,600.16
I486697,C235116,4,20210508,1,1,4,162.64
I878448,C277433,4,20221108,1,3,1,40.66
I107438,C320625,1,20211207,3,6,5,1500.4
I213146,C198767,5,20220407,3,4,4,20.92
I606845,C255490,6,20221011,3,8,3,107.52
I135658,C637390,4,20220104,1,9,4,162.64
I244587,C309506,6,20220812,2,5,5,179.2
I107555,C252297,1,20220712,2,7,3,900.24
I307463,C151796,1,20220206,3,1,5,1500.4
I245079,C200469,1,20220510,3,5,5,1500.4
I214272,C246352,4,20220510,3,10,3,121.98
I335730,C265740,1,20220907,1,5,3,900.24
I313179,C293686,1,20210806,1,6,1,300.08
I169618,C280836,3,20220912,3,10,1,15.15
I317256,C195028,5,20210206,3,8,4,20.92
I172545,C103301,4,20210501,3,1,4,162.64
I163763,C157424,6,20230202,1,4,4,143.36
I127862,C255555,3,20220706,2,6,4,60.6
I123446,C143464,3,20210209,1,6,2,30.3
I105212,C132201,1,20210711,3,6,3,900.24
I296624,C163006,4,20220911,1,5,4,162.64
I500217,C281358,1,20221109,2,1,2,600.16
I270804,C288017,4,20220105,3,10,3,121.98
I158541,C122447,4,20230102,1,1,5,203.3
I202022,C705848,1,20210901,1,6,1,300.08
I279936,C954240,1,20211011,1,5,2,600.16
I291819,C313545,3,20220810,1,1,5,75.75
I242928,C359112,6,20210404,1,7,2,71.68
I108488,C250845,5,20220108,1,3,2,10.46
I273452,C291191,2,20220608,1,2,4,2400.68
I118800,C254361,5,20220208,2,4,1,5.23
I149934,C521718,1,20210109,1,3,2,600.16
I103928,C933094,1,20211204,3,10,1,300.08
I228895,C187450,4,20210803,1,6,4,162.64
I474480,C150595,1,20220506,3,1,1,300.08
I318430,C524372,5,20230102,1,7,1,5.23
I314988,C211148,1,20210112,3,1,4,1200.32
I169619,C437332,4,20210704,3,3,5,203.3
I223441,C260851,4,20210611,2,6,5,203.3
I162775,C219144,1,20220404,1,1,1,300.08
I300114,C241116,4,20210803,3,6,1,40.66
I101204,C147656,3,20220608,3,6,4,60.6
I186189,C231089,7,20210601,3,2,4,4200.0
I327855,C211405,6,20210911,3,9,2,71.68
I919985,C179504,5,20211002,3,6,5,26.15
I294094,C139560,4,20220111,3,3,5,203.3
I133832,C599435,5,20230301,2,9,3,15.69
I319578,C199486,1,20210405,1,10,3,900.24
I198148,C139998,2,20210205,3,4,5,3000.85
I136607,C153029,6,20220807,3,5,1,35.84
I200171,C674564,6,20220205,1,1,2,71.68
I984867,C779105,4,20210804,3,3,1,40.66
I123753,C821206,4,20211007,3,4,3,121.98
I111083,C186416,4,20210610,2,3,5,203.3
I285167,C224519,7,20220703,3,6,2,2100.0
I321137,C204484,1,20220711,1,1,3,900.24
I247383,C171389,2,20220101,1,3,4,2400.68
I306669,C233105,3,20220401,1,1,3,45.45
I844316,C116559,5,20220808,1,6,2,10.46
I127438,C932195,4,20211005,1,4,1,40.66
I228645,C100088,5,20210503,2,10,1,5.23
I325306,C361346,1,20210312,3,6,3,900.24
I572490,C151209,2,20230203,3,6,3,1800.51
I658042,C300025,4,20220903,2,5,5,203.3
I176458,C204661,1,20220204,2,5,1,300.08
I406094,C285888,7,20210402,3,7,3,3150.0
I235766,C289569,5,20220411,2,6,4,20.92
I724947,C327369,6,20221011,3,2,2,71.68
I268716,C465391,6,20220507,3,1,1,35.84
I262635,C296451,1,20210504,3,1,2,600.16
I177763,C247707,6,20221210,1,6,5,179.2
I180249,C138976,2,20220709,3,4,1,600.17
I197526,C220685,1,20220108,2,2,5,1500.4
I267743,C144302,2,20220905,3,9,4,2400.68
I199427,C334233,1,20210206,1,8,1,300.08
I435068,C183585,1,20221203,1,9,2,600.16
I925011,C273488,1,20220709,1,6,5,1500.4
I270483,C167970,2,20211101,1,3,4,2400.68
I305308,C412615,5,20220407,2,6,4,20.92
I299561,C281689,1,20210701,3,4,1,300.08
I210813,C299085,6,20211211,1,6,5,179.2
I300582,C185698,4,20210511,3,5,1,40.66
I230953,C193498,5,20221104,3,1,4,20.92
I178765,C173569,1,20220907,3,1,1,300.08
I191282,C173353,4,20210209,1,5,3,121.98
I779370,C265397,4,20210810,2,10,2,81.32
I250762,C119991,1,20210504,2,1,5,1500.4
I856432,C137309,1,20210105,1,5,5,1500.4
I280651,C215887,4,20220203,1,1,1,40.66
I241495,C201008,2,20211111,2,4,1,600.17
I622843,C637530,4,20221210,1,1,2,81.32
I178277,C310665,1,20211106,3,10,1,300.08
I177933,C239087,1,20220311,3,4,3,900.24
I136887,C155292,1,20210305,2,5,3,900.24
I263280,C151929,1,20220608,2,10,4,1200.32
I289950,C124063,6,20220707,3,1,5,179.2
I102221,C301581,1,20220711,3,1,4,1200.32
I216168,C193962,5,20220703,3,4,2,10.46
I174409,C118332,5,20220404,3,3,2,10.46
I303701,C371939,1,20220911,3,2,2,600.16
I111059,C275552,1,20220110,3,5,4,1200.32
I183820,C153114,8,20220202,2,3,5,58.65
I196485,C706311,1,20210907,2,6,3,900.24
I754103,C282136,6,20210308,3,4,5,179.2
I611336,C138226,1,20220807,3,1,1,300.08
I827695,C740353,6,20221011,2,1,4,143.36
I104784,C267963,1,20221112,1,8,2,600.16
I170302,C264105,4,20220907,3,1,2,81.32
I253970,C635784,6,20220605,3,1,5,179.2
I139365,C173069,1,20220807,1,1,4,1200.32
I105778,C133473,6,20220806,3,7,3,107.52
I208264,C315542,6,20210902,2,1,4,143.36
I298868,C733700,2,20220112,3,6,2,1200.34
I210023,C221477,5,20210902,1,3,4,20.92
I319146,C186452,6,20220511,1,7,2,71.68
I251666,C878975,1,20210412,3,8,4,1200.32
I173872,C112558,5,20211111,3,2,2,10.46
I153610,C289443,4,20210905,3,4,3,121.98
I597888,C114581,1,20211001,3,3,1,300.08
I216544,C908596,1,20220408,1,5,5,1500.4
I872150,C267545,4,20220604,1,3,4,162.64
I779102,C294548,1,20220906,2,2,1,300.08
I104956,C205784,5,20221106,3,2,1,5.23
I263025,C261660,1,20220504,3,7,4,1200.32
I308121,C253234,3,20210210,3,6,2,30.3
I292250,C181570,5,20210310,1,2,2,10.46
I963590,C178471,2,20220810,1,9,3,1800.51
I723591,C221987,7,20210606,1,8,5,5250.0
I203651,C262761,1,20220110,3,3,1,300.08
I251261,C140428,1,20210502,1,6,4,1200.32
I433930,C116008,1,20210901,1,1,5,1500.4
I174080,C985851,2,20211010,3,1,5,3000.85
I181136,C136755,4,20221101,3,6,1,40.66
I506939,C183217,1,20221106,1,6,4,1200.32
I168136,C146824,1,20210402,1,2,5,1500.4
I276247,C200705,3,20220303,3,7,3,45.45
I172181,C291227,8,20220811,1,3,3,35.19
I301956,C177550,1,20220105,1,3,5,1500.4
I158397,C243609,6,20220109,2,5,3,107.52
I200483,C279375,1,20211101,1,1,2,600.16
I207975,C160280,4,20220901,1,8,1,40.66
I788511,C140558,4,20221106,2,3,1,40.66
I898800,C102656,3,20220109,2,9,1,15.15
I444618,C673032,1,20210203,1,7,2,600.16
I132810,C277820,1,20210509,1,4,4,1200.32
I248347,C320226,5,20210211,2,10,4,20.92
I225649,C323373,1,20210708,1,5,4,1200.32
I140037,C171971,1,20211110,1,1,5,1500.4
I280916,C734595,5,20210208,2,3,2,10.46
I622287,C281984,8,20220605,3,1,4,46.92
I747027,C253653,1,20230303,3,5,4,1200.32
I398226,C183397,2,20211207,3,6,5,3000.85
I170077,C266390,2,20210703,1,9,2,1200.34
I970616,C171422,5,20221205,3,1,2,10.46
I146903,C216274,1,20220901,2,4,4,1200.32
I114778,C113136,1,20220402,2,6,2,600.16
I281554,C140532,1,20210107,2,9,4,1200.32
I122294,C690535,2,20210901,3,4,2,1200.34
I329329,C129220,6,20220508,3,7,4,143.36
I190498,C734046,6,20220109,3,3,2,71.68
I804621,C817183,3,20220409,3,6,2,30.3
I268445,C447958,4,20210304,1,10,2,81.32
I774543,C333410,1,20220712,3,3,3,900.24
I748699,C210400,1,20221004,1,3,1,300.08
I118939,C166770,1,20220404,3,2,3,900.24
I309581,C229112,1,20221201,3,2,4,1200.32
I380998,C141965,6,20220609,1,1,3,107.52
I899781,C313947,8,20220101,3,6,1,11.73
I244716,C331519,4,20211108,3,5,3,121.98
I189444,C332096,3,20211106,3,10,1,15.15
I196801,C207587,8,20210809,1,6,3,35.19
I332282,C266096,2,20210902,3,6,2,1200.34
I136365,C339567,1,20211107,3,3,2,600.16
I117894,C147178,2,20220207,1,1,2,1200.34
I251750,C261706,1,20221004,1,9,4,1200.32
I311893,C313277,5,20210908,3,6,3,15.69
I203466,C177607,2,20210706,3,3,2,1200.34
I299228,C861576,4,20221111,2,6,1,40.66
I230071,C939013,1,20210904,2,3,3,900.24
I238705,C569787,6,20210302,1,6,4,143.36
I322039,C257825,3,20210907,1,4,3,45.45
I221725,C150923,4,20211211,3,2,2,81.32
I299184,C212487,5,20210310,1,1,5,26.15
I292328,C313816,5,20211211,1,7,5,26.15
I694829,C140741,5,20221211,1,4,5,26.15
I559527,C985253,5,20220302,1,5,4,20.92
I107874,C525653,1,20210912,1,4,1,300.08
I149605,C196616,6,20210810,1,6,2,71.68
I226576,C333358,1,20220609,3,1,2,600.16
I291985,C317770,5,20210205,1,4,5,26.15
I716103,C296818,5,20211206,2,3,4,20.92
I101574,C178897,5,20230202,1,1,2,10.46
I181203,C175895,3,20220402,1,10,3,45.45
I787950,C130472,2,20210410,1,5,2,1200.34
I264968,C109670,1,20211001,3,3,3,900.24
I327161,C231469,1,20210501,1,1,1,300.08
I157723,C215020,1,20210803,1,3,3,900.24
I532517,C191312,2,20220509,1,3,4,2400.68
I110964,C779528,2,20220301,3,6,4,2400.68
I143635,C997495,5,20210904,3,10,3,15.69
I338944,C296667,2,20220810,3,1,3,1800.51
I270205,C184742,4,20221006,3,1,4,162.64
I182137,C323343,4,20221005,1,8,2,81.32
I998390,C271810,4,20211203,1,5,1,40.66
I335491,C220263,6,20230103,1,6,2,71.68
I190855,C218618,1,20210801,3,1,4,1200.32
I708139,C246391,1,20210902,3,6,1,300.08
I321109,C169125,2,20221103,1,4,3,1800.51
I874079,C273964,1,20220807,2,6,2,600.16
I170108,C334974,7,20210810,3,8,4,4200.0
I259449,C163306,4,20210609,3,2,4,162.64
I207472,C619084,1,20211009,1,6,3,900.24
I274327,C134087,6,20230102,1,1,3,107.52
I460111,C586217,1,20220104,3,4,5,1500.4
I109935,C183430,3,20210502,3,6,2,30.3
I214282,C571448,5,20210909,3,8,2,10.46
I216915,C314764,1,20220912,2,1,3,900.24
I229423,C108888,1,20220309,1,6,1,300.08
I246728,C176296,3,20220602,2,3,5,75.75
I282429,C268032,1,20210603,3,3,3,900.24
I200578,C573540,5,20220102,2,6,5,26.15
I279598,C221787,6,20220310,2,5,4,143.36
I108975,C189279,2,20210307,2,6,3,1800.51
I312010,C574850,3,20220607,3,1,1,15.15
I221875,C199482,1,20211202,3,1,5,1500.4
I152312,C222303,4,20210201,3,2,4,162.64
I944663,C199110,1,20210705,1,3,4,1200.32
I167286,C276408,5,20221206,2,6,2,10.46
I105188,C447429,4,20220710,2,1,3,121.98
I300762,C919738,1,20220105,3,10,2,600.16
I811503,C182024,1,20220610,3,1,5,1500.4
I305434,C103691,1,20220112,3,7,2,600.16
I157201,C241827,1,20211104,1,10,4,1200.32
I163501,C281144,2,20220911,3,3,2,1200.34
I329385,C999457,2,20210702,3,1,3,1800.51
I150877,C307909,4,20210609,3,1,2,81.32
I324005,C174058,2,20210710,1,3,3,1800.51
I292167,C154761,8,20220211,1,6,4,46.92
I193812,C234344,6,20220905,3,1,5,179.2
I802857,C657442,1,20210206,1,8,5,1500.4
I274092,C574557,1,20210501,2,1,5,1500.4
I113190,C136708,6,20220404,1,3,2,71.68
I119891,C242624,1,20211005,3,6,1,300.08
I117328,C298214,3,20210512,3,1,2,30.3
I327067,C185629,3,20221106,3,4,4,60.6
I100919,C189282,4,20210405,1,1,1,40.66
I202926,C136091,7,20210712,3,6,2,2100.0
I840392,C105366,1,20211212,3,7,5,1500.4
I278212,C339721,2,20220211,3,8,2,1200.34
I927650,C345123,3,20211101,2,4,4,60.6
I150918,C168566,7,20220210,1,3,4,4200.0
I295546,C165696,4,20220408,3,8,4,162.64
I150975,C572676,5,20221201,2,3,4,20.92
